rho,tau,beta1,beta2,beta3,beta4,beta5,beta6,nu,gamma,sigma,theta0,alpha,mu,delta,sig_sq,S_0,E_0,I_0,A_0,R_0,pop_0,betat,loglik,loglik.se
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,0,-1600.3613207829833,0.3675124901878218
