rho,tau,beta1,beta2,beta3,beta4,beta5,beta6,nu,gamma,sigma,theta0,alpha,mu,delta,sig_sq,S_0,E_0,I_0,A_0,R_0,pop_0,betat,slice,loglik
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-9.595959595959596e-4,betat,-1599.9638930959068
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-9.494949494949495e-4,betat,-1603.586734138751
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-9.393939393939394e-4,betat,-1603.48217472804
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-9.292929292929294e-4,betat,-1602.662799669194
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-9.191919191919192e-4,betat,-1599.4209207483948
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-9.090909090909091e-4,betat,-1601.7744581767613
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-8.98989898989899e-4,betat,-1600.005504666684
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-8.888888888888889e-4,betat,-1600.2737875091766
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-8.787878787878789e-4,betat,-1599.3920488809517
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-8.686868686868687e-4,betat,-1602.8979580345522
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-8.585858585858586e-4,betat,-1602.0289683922583
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-8.484848484848485e-4,betat,-1601.3708037033148
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-8.383838383838384e-4,betat,-1604.365913519715
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-8.282828282828282e-4,betat,-1604.0323679303228
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-8.181818181818182e-4,betat,-1601.574712748779
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-8.080808080808081e-4,betat,-1601.3804667151708
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-7.97979797979798e-4,betat,-1601.3239616486565
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-7.878787878787879e-4,betat,-1599.7487089605813
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-7.777777777777778e-4,betat,-1601.3040712779
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-7.676767676767677e-4,betat,-1602.435663001368
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-7.575757575757576e-4,betat,-1601.7386548882923
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-7.474747474747475e-4,betat,-1601.1726218196682
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-7.373737373737373e-4,betat,-1605.6040151602
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-7.272727272727272e-4,betat,-1601.4844665809787
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-7.171717171717171e-4,betat,-1601.625727960874
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-7.070707070707071e-4,betat,-1601.4702039552042
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-6.96969696969697e-4,betat,-1600.8155777415232
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-6.868686868686869e-4,betat,-1604.7896992925512
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-6.767676767676768e-4,betat,-1606.3483991611038
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-6.666666666666668e-4,betat,-1600.4842007450661
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-6.565656565656566e-4,betat,-1602.1557612935096
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-6.464646464646465e-4,betat,-1600.6575219992105
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-6.363636363636363e-4,betat,-1599.7196840876913
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-6.262626262626262e-4,betat,-1601.0935301407765
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-6.161616161616161e-4,betat,-1600.6913551940936
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-6.060606060606061e-4,betat,-1601.4769457227537
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-5.95959595959596e-4,betat,-1605.2636444657749
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-5.858585858585859e-4,betat,-1599.308425741739
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-5.757575757575758e-4,betat,-1600.582531503359
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-5.656565656565657e-4,betat,-1600.10997346674
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-5.555555555555556e-4,betat,-1599.4059824205524
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-5.454545454545455e-4,betat,-1604.4514901208288
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-5.353535353535353e-4,betat,-1599.7285582580407
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-5.252525252525252e-4,betat,-1599.5821531047463
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-5.151515151515151e-4,betat,-1600.187104713371
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-5.05050505050505e-4,betat,-1606.3210501326123
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-4.94949494949495e-4,betat,-1600.7203083359368
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-4.848484848484849e-4,betat,-1599.8060672421777
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-4.747474747474747e-4,betat,-1601.8597408561252
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-4.646464646464646e-4,betat,-1602.0722285832928
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-4.5454545454545455e-4,betat,-1601.3366396649478
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-4.4444444444444447e-4,betat,-1599.8816532364563
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-4.343434343434344e-4,betat,-1600.1026968274916
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-4.242424242424242e-4,betat,-1599.3421183334929
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-4.141414141414141e-4,betat,-1599.8994623192968
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-4.0404040404040404e-4,betat,-1602.862738503876
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-3.9393939393939396e-4,betat,-1600.5602528914073
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-3.838383838383839e-4,betat,-1599.866563973867
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-3.737373737373737e-4,betat,-1602.5759813221039
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-3.636363636363636e-4,betat,-1603.6083872012664
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-3.5353535353535354e-4,betat,-1602.8904483605588
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-3.4343434343434346e-4,betat,-1603.0869097783059
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-3.333333333333334e-4,betat,-1601.1144546871685
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-3.232323232323232e-4,betat,-1606.8554614054037
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-3.131313131313131e-4,betat,-1599.5521434458365
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-3.0303030303030303e-4,betat,-1602.0025102592463
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-2.9292929292929295e-4,betat,-1602.8459313087221
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-2.8282828282828287e-4,betat,-1604.8587584908767
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-2.727272727272727e-4,betat,-1602.3930828494415
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-2.626262626262626e-4,betat,-1600.7660479803678
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-2.525252525252525e-4,betat,-1604.1952093740429
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-2.4242424242424245e-4,betat,-1601.1939166439277
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-2.3232323232323237e-4,betat,-1600.4952946322521
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-2.2222222222222218e-4,betat,-1601.2371824934726
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-2.121212121212121e-4,betat,-1600.15179628591
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-2.0202020202020202e-4,betat,-1600.388774590013
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-1.9191919191919194e-4,betat,-1601.5176880941146
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-1.8181818181818186e-4,betat,-1600.4665527928316
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-1.7171717171717167e-4,betat,-1602.4084806108403
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-1.616161616161616e-4,betat,-1601.2850605225808
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-1.5151515151515152e-4,betat,-1602.5276803793306
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-1.4141414141414144e-4,betat,-1600.3053384878863
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-1.3131313131313136e-4,betat,-1600.116218744364
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-1.2121212121212117e-4,betat,-1601.6131128475695
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-1.1111111111111109e-4,betat,-1605.6993370761522
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-1.0101010101010101e-4,betat,-1603.5310063958457
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-9.090909090909093e-5,betat,-1601.682261380817
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-8.080808080808085e-5,betat,-1600.2178287383967
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-7.070707070707066e-5,betat,-1603.5181374743836
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-6.0606060606060584e-5,betat,-1600.3301204472739
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-5.0505050505050505e-5,betat,-1603.4111056658169
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-4.0404040404040426e-5,betat,-1599.1486245447895
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-3.0303030303030238e-5,betat,-1600.351012802735
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-2.020202020202016e-5,betat,-1603.1910423648687
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-1.010101010101008e-5,betat,-1602.1331462856276
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,0,betat,-1598.9660564963365
0.3148019,376.7801647,5.3323503,2.6565848,3.8324673,2.7666027,5.0973542,1.8033846,0.9840841,3.5,5,0,0.0023973,4.287e-4,1.433e-4,0.1016082,0.9985646,2.1477506e-6,0.00143324,0,0,10911819,-1e-4,betat,-1603.0988763193207
